date,d,wday,is_holiday,wm_yr_wk,snap_CA,snap_TX,snap_WI,is_weekend
2012-07-16,d_535,3,0,11225,0,0,0,0
2012-07-17,d_536,4,0,11225,0,0,0,0
2012-07-18,d_537,5,0,11225,0,0,0,0
2012-07-19,d_538,6,0,11225,0,0,0,0
2012-07-20,d_539,7,1,11225,0,0,0,0
2012-07-21,d_540,1,0,11226,0,0,0,1
2012-07-22,d_541,2,0,11226,0,0,0,1
2012-07-23,d_542,3,0,11226,0,0,0,0
2012-07-24,d_543,4,0,11226,0,0,0,0
2012-07-25,d_544,5,0,11226,0,0,0,0
2012-07-26,d_545,6,0,11226,0,0,0,0
2012-07-27,d_546,7,0,11226,0,0,0,0
2012-07-28,d_547,1,0,11227,0,0,0,1
2012-07-29,d_548,2,0,11227,0,0,0,1
2012-07-30,d_549,3,0,11227,0,0,0,0
2012-07-31,d_550,4,0,11227,0,0,0,0
2012-08-01,d_551,5,0,11227,1,1,0,0
2012-08-02,d_552,6,0,11227,1,0,1,0
2012-08-03,d_553,7,0,11227,1,1,1,0
2012-08-04,d_554,1,0,11228,1,0,0,1
2012-08-05,d_555,2,0,11228,1,1,1,1
2012-08-06,d_556,3,0,11228,1,1,1,0
2012-08-07,d_557,4,0,11228,1,1,0,0
2012-08-08,d_558,5,0,11228,1,0,1,0
2012-08-09,d_559,6,0,11228,1,1,1,0
2012-08-10,d_560,7,0,11228,1,0,0,0
2012-08-11,d_561,1,0,11229,0,1,1,1
2012-08-12,d_562,2,0,11229,0,1,1,1
2012-08-13,d_563,3,0,11229,0,1,0,0
2012-08-14,d_564,4,0,11229,0,0,1,0
2012-08-15,d_565,5,0,11229,0,1,1,0
2012-08-16,d_566,6,0,11229,0,0,0,0
2012-08-17,d_567,7,0,11229,0,0,0,0
2012-08-18,d_568,1,0,11230,0,0,0,1
2012-08-19,d_569,2,1,11230,0,0,0,1
2012-08-20,d_570,3,0,11230,0,0,0,0
2012-08-21,d_571,4,0,11230,0,0,0,0
2012-08-22,d_572,5,0,11230,0,0,0,0
2012-08-23,d_573,6,0,11230,0,0,0,0
2012-08-24,d_574,7,0,11230,0,0,0,0
2012-08-25,d_575,1,0,11231,0,0,0,1
2012-08-26,d_576,2,0,11231,0,0,0,1
2012-08-27,d_577,3,0,11231,0,0,0,0
2012-08-28,d_578,4,0,11231,0,0,0,0
2012-08-29,d_579,5,0,11231,0,0,0,0
2012-08-30,d_580,6,0,11231,0,0,0,0
2012-08-31,d_581,7,0,11231,0,0,0,0
2012-09-01,d_582,1,0,11232,1,1,0,1
2012-09-02,d_583,2,0,11232,1,0,1,1
2012-09-03,d_584,3,1,11232,1,1,1,0
2012-09-04,d_585,4,0,11232,1,0,0,0
2012-09-05,d_586,5,0,11232,1,1,1,0
2012-09-06,d_587,6,0,11232,1,1,1,0
2012-09-07,d_588,7,0,11232,1,1,0,0
2012-09-08,d_589,1,0,11233,1,0,1,1
2012-09-09,d_590,2,0,11233,1,1,1,1
2012-09-10,d_591,3,0,11233,1,0,0,0
2012-09-11,d_592,4,0,11233,0,1,1,0
2012-09-12,d_593,5,0,11233,0,1,1,0
2012-09-13,d_594,6,0,11233,0,1,0,0
2012-09-14,d_595,7,0,11233,0,0,1,0
2012-09-15,d_596,1,0,11234,0,1,1,1
2012-09-16,d_597,2,0,11234,0,0,0,1
2012-09-17,d_598,3,0,11234,0,0,0,0
2012-09-18,d_599,4,0,11234,0,0,0,0
2012-09-19,d_600,5,0,11234,0,0,0,0
2012-09-20,d_601,6,0,11234,0,0,0,0
2012-09-21,d_602,7,0,11234,0,0,0,0
2012-09-22,d_603,1,0,11235,0,0,0,1
2012-09-23,d_604,2,0,11235,0,0,0,1
2012-09-24,d_605,3,0,11235,0,0,0,0
2012-09-25,d_606,4,0,11235,0,0,0,0
2012-09-26,d_607,5,0,11235,0,0,0,0
2012-09-27,d_608,6,0,11235,0,0,0,0
2012-09-28,d_609,7,0,11235,0,0,0,0
2012-09-29,d_610,1,0,11236,0,0,0,1
2012-09-30,d_611,2,0,11236,0,0,0,1
2012-10-01,d_612,3,0,11236,1,1,0,0
2012-10-02,d_613,4,0,11236,1,0,1,0
2012-10-03,d_614,5,0,11236,1,1,1,0
2012-10-04,d_615,6,0,11236,1,0,0,0
2012-10-05,d_616,7,0,11236,1,1,1,0
2012-10-06,d_617,1,0,11237,1,1,1,1
2012-10-07,d_618,2,0,11237,1,1,0,1
2012-10-08,d_619,3,1,11237,1,0,1,0
2012-10-09,d_620,4,0,11237,1,1,1,0
2012-10-10,d_621,5,0,11237,1,0,0,0
2012-10-11,d_622,6,0,11237,0,1,1,0
2012-10-12,d_623,7,0,11237,0,1,1,0
2012-10-13,d_624,1,0,11238,0,1,0,1
2012-10-14,d_625,2,0,11238,0,0,1,1
2012-10-15,d_626,3,0,11238,0,1,1,0
2012-10-16,d_627,4,0,11238,0,0,0,0
2012-10-17,d_628,5,0,11238,0,0,0,0
2012-10-18,d_629,6,0,11238,0,0,0,0
2012-10-19,d_630,7,0,11238,0,0,0,0
2012-10-20,d_631,1,0,11239,0,0,0,1
2012-10-21,d_632,2,0,11239,0,0,0,1
2012-10-22,d_633,3,0,11239,0,0,0,0
2012-10-23,d_634,4,0,11239,0,0,0,0
2012-10-24,d_635,5,0,11239,0,0,0,0
2012-10-25,d_636,6,0,11239,0,0,0,0
2012-10-26,d_637,7,1,11239,0,0,0,0
2012-10-27,d_638,1,0,11240,0,0,0,1
2012-10-28,d_639,2,0,11240,0,0,0,1
2012-10-29,d_640,3,0,11240,0,0,0,0
2012-10-30,d_641,4,0,11240,0,0,0,0
2012-10-31,d_642,5,1,11240,0,0,0,0
2012-11-01,d_643,6,0,11240,1,1,0,0
2012-11-02,d_644,7,0,11240,1,0,1,0
2012-11-03,d_645,1,0,11241,1,1,1,1
2012-11-04,d_646,2,0,11241,1,0,0,1
2012-11-05,d_647,3,0,11241,1,1,1,0
2012-11-06,d_648,4,0,11241,1,1,1,0
2012-11-07,d_649,5,0,11241,1,1,0,0
2012-11-08,d_650,6,0,11241,1,0,1,0
2012-11-09,d_651,7,0,11241,1,1,1,0
2012-11-10,d_652,1,0,11242,1,0,0,1
2012-11-11,d_653,2,1,11242,0,1,1,1
2012-11-12,d_654,3,0,11242,0,1,1,0
2012-11-13,d_655,4,0,11242,0,1,0,0
2012-11-14,d_656,5,0,11242,0,0,1,0
2012-11-15,d_657,6,0,11242,0,1,1,0
2012-11-16,d_658,7,0,11242,0,0,0,0
2012-11-17,d_659,1,0,11243,0,0,0,1
2012-11-18,d_660,2,0,11243,0,0,0,1
2012-11-19,d_661,3,0,11243,0,0,0,0
2012-11-20,d_662,4,0,11243,0,0,0,0
2012-11-21,d_663,5,0,11243,0,0,0,0
2012-11-22,d_664,6,1,11243,0,0,0,0
2012-11-23,d_665,7,0,11243,0,0,0,0
2012-11-24,d_666,1,0,11244,0,0,0,1
2012-11-25,d_667,2,0,11244,0,0,0,1
2012-11-26,d_668,3,0,11244,0,0,0,0
2012-11-27,d_669,4,0,11244,0,0,0,0
2012-11-28,d_670,5,0,11244,0,0,0,0
2012-11-29,d_671,6,0,11244,0,0,0,0
2012-11-30,d_672,7,0,11244,0,0,0,0
2012-12-01,d_673,1,0,11245,1,1,0,1
2012-12-02,d_674,2,0,11245,1,0,1,1
2012-12-03,d_675,3,0,11245,1,1,1,0
2012-12-04,d_676,4,0,11245,1,0,0,0
2012-12-05,d_677,5,0,11245,1,1,1,0
2012-12-06,d_678,6,0,11245,1,1,1,0
2012-12-07,d_679,7,0,11245,1,1,0,0
2012-12-08,d_680,1,0,11246,1,0,1,1
2012-12-09,d_681,2,0,11246,1,1,1,1
2012-12-10,d_682,3,0,11246,1,0,0,0
2012-12-11,d_683,4,0,11246,0,1,1,0
2012-12-12,d_684,5,0,11246,0,1,1,0
2012-12-13,d_685,6,0,11246,0,1,0,0
2012-12-14,d_686,7,0,11246,0,0,1,0
2012-12-15,d_687,1,0,11247,0,1,1,1
2012-12-16,d_688,2,1,11247,0,0,0,1
2012-12-17,d_689,3,0,11247,0,0,0,0
2012-12-18,d_690,4,0,11247,0,0,0,0
2012-12-19,d_691,5,0,11247,0,0,0,0
2012-12-20,d_692,6,0,11247,0,0,0,0
2012-12-21,d_693,7,0,11247,0,0,0,0
2012-12-22,d_694,1,0,11248,0,0,0,1
2012-12-23,d_695,2,0,11248,0,0,0,1
2012-12-24,d_696,3,0,11248,0,0,0,0
2012-12-25,d_697,4,1,11248,0,0,0,0
2012-12-26,d_698,5,0,11248,0,0,0,0
2012-12-27,d_699,6,0,11248,0,0,0,0
2012-12-28,d_700,7,0,11248,0,0,0,0
2012-12-29,d_701,1,0,11249,0,0,0,1
2012-12-30,d_702,2,0,11249,0,0,0,1
2012-12-31,d_703,3,0,11249,0,0,0,0
2013-01-01,d_704,4,1,11249,1,1,0,0
2013-01-02,d_705,5,0,11249,1,0,1,0
2013-01-03,d_706,6,0,11249,1,1,1,0
2013-01-04,d_707,7,0,11249,1,0,0,0
2013-01-05,d_708,1,0,11250,1,1,1,1
2013-01-06,d_709,2,0,11250,1,1,1,1
2013-01-07,d_710,3,1,11250,1,1,0,0
2013-01-08,d_711,4,0,11250,1,0,1,0
2013-01-09,d_712,5,0,11250,1,1,1,0
2013-01-10,d_713,6,0,11250,1,0,0,0
2013-01-11,d_714,7,0,11250,0,1,1,0
2013-01-12,d_715,1,0,11251,0,1,1,1
2013-01-13,d_716,2,0,11251,0,1,0,1
2013-01-14,d_717,3,0,11251,0,0,1,0
2013-01-15,d_718,4,0,11251,0,1,1,0
2013-01-16,d_719,5,0,11251,0,0,0,0
2013-01-17,d_720,6,0,11251,0,0,0,0
2013-01-18,d_721,7,0,11251,0,0,0,0
2013-01-19,d_722,1,0,11252,0,0,0,1
2013-01-20,d_723,2,0,11252,0,0,0,1
2013-01-21,d_724,3,1,11252,0,0,0,0
2013-01-22,d_725,4,0,11252,0,0,0,0
2013-01-23,d_726,5,0,11252,0,0,0,0
2013-01-24,d_727,6,0,11252,0,0,0,0
2013-01-25,d_728,7,0,11252,0,0,0,0
2013-01-26,d_729,1,0,11301,0,0,0,1
2013-01-27,d_730,2,0,11301,0,0,0,1
2013-01-28,d_731,3,0,11301,0,0,0,0
2013-01-29,d_732,4,0,11301,0,0,0,0
2013-01-30,d_733,5,0,11301,0,0,0,0
2013-01-31,d_734,6,0,11301,0,0,0,0
2013-02-01,d_735,7,0,11301,1,1,0,0
2013-02-02,d_736,1,0,11302,1,0,1,1
2013-02-03,d_737,2,1,11302,1,1,1,1
2013-02-04,d_738,3,0,11302,1,0,0,0
2013-02-05,d_739,4,0,11302,1,1,1,0
2013-02-06,d_740,5,0,11302,1,1,1,0
2013-02-07,d_741,6,0,11302,1,1,0,0
2013-02-08,d_742,7,0,11302,1,0,1,0
2013-02-09,d_743,1,0,11303,1,1,1,1
2013-02-10,d_744,2,0,11303,1,0,0,1
2013-02-11,d_745,3,0,11303,0,1,1,0
2013-02-12,d_746,4,0,11303,0,1,1,0
2013-02-13,d_747,5,1,11303,0,1,0,0
2013-02-14,d_748,6,1,11303,0,0,1,0
2013-02-15,d_749,7,0,11303,0,1,1,0
2013-02-16,d_750,1,0,11304,0,0,0,1
2013-02-17,d_751,2,0,11304,0,0,0,1
2013-02-18,d_752,3,1,11304,0,0,0,0
2013-02-19,d_753,4,0,11304,0,0,0,0
2013-02-20,d_754,5,1,11304,0,0,0,0
2013-02-21,d_755,6,0,11304,0,0,0,0
2013-02-22,d_756,7,0,11304,0,0,0,0
2013-02-23,d_757,1,0,11305,0,0,0,1
2013-02-24,d_758,2,1,11305,0,0,0,1
2013-02-25,d_759,3,0,11305,0,0,0,0
2013-02-26,d_760,4,0,11305,0,0,0,0
2013-02-27,d_761,5,0,11305,0,0,0,0
2013-02-28,d_762,6,0,11305,0,0,0,0
2013-03-01,d_763,7,0,11305,1,1,0,0
2013-03-02,d_764,1,0,11306,1,0,1,1
2013-03-03,d_765,2,0,11306,1,1,1,1
2013-03-04,d_766,3,0,11306,1,0,0,0
2013-03-05,d_767,4,0,11306,1,1,1,0
2013-03-06,d_768,5,0,11306,1,1,1,0
2013-03-07,d_769,6,0,11306,1,1,0,0
2013-03-08,d_770,7,0,11306,1,0,1,0
2013-03-09,d_771,1,0,11307,1,1,1,1
2013-03-10,d_772,2,0,11307,1,0,0,1
2013-03-11,d_773,3,0,11307,0,1,1,0
2013-03-12,d_774,4,0,11307,0,1,1,0
2013-03-13,d_775,5,0,11307,0,1,0,0
2013-03-14,d_776,6,0,11307,0,0,1,0
2013-03-15,d_777,7,0,11307,0,1,1,0
2013-03-16,d_778,1,0,11308,0,0,0,1
2013-03-17,d_779,2,1,11308,0,0,0,1
2013-03-18,d_780,3,0,11308,0,0,0,0
2013-03-19,d_781,4,0,11308,0,0,0,0
2013-03-20,d_782,5,0,11308,0,0,0,0
2013-03-21,d_783,6,0,11308,0,0,0,0
2013-03-22,d_784,7,0,11308,0,0,0,0
2013-03-23,d_785,1,0,11309,0,0,0,1
2013-03-24,d_786,2,0,11309,0,0,0,1
2013-03-25,d_787,3,0,11309,0,0,0,0
2013-03-26,d_788,4,0,11309,0,0,0,0
2013-03-27,d_789,5,0,11309,0,0,0,0
2013-03-28,d_790,6,0,11309,0,0,0,0
2013-03-29,d_791,7,0,11309,0,0,0,0
2013-03-30,d_792,1,0,11310,0,0,0,1
2013-03-31,d_793,2,1,11310,0,0,0,1
2013-04-01,d_794,3,0,11310,1,1,0,0
2013-04-02,d_795,4,1,11310,1,0,1,0
2013-04-03,d_796,5,0,11310,1,1,1,0
2013-04-04,d_797,6,0,11310,1,0,0,0
2013-04-05,d_798,7,0,11310,1,1,1,0
2013-04-06,d_799,1,0,11311,1,1,1,1
2013-04-07,d_800,2,0,11311,1,1,0,1
2013-04-08,d_801,3,0,11311,1,0,1,0
2013-04-09,d_802,4,0,11311,1,1,1,0
2013-04-10,d_803,5,0,11311,1,0,0,0
2013-04-11,d_804,6,0,11311,0,1,1,0
2013-04-12,d_805,7,0,11311,0,1,1,0
2013-04-13,d_806,1,0,11312,0,1,0,1
2013-04-14,d_807,2,0,11312,0,0,1,1
2013-04-15,d_808,3,0,11312,0,1,1,0
2013-04-16,d_809,4,0,11312,0,0,0,0
2013-04-17,d_810,5,0,11312,0,0,0,0
2013-04-18,d_811,6,0,11312,0,0,0,0
2013-04-19,d_812,7,0,11312,0,0,0,0
2013-04-20,d_813,1,0,11313,0,0,0,1
2013-04-21,d_814,2,0,11313,0,0,0,1
2013-04-22,d_815,3,0,11313,0,0,0,0
2013-04-23,d_816,4,0,11313,0,0,0,0
2013-04-24,d_817,5,0,11313,0,0,0,0
2013-04-25,d_818,6,0,11313,0,0,0,0
2013-04-26,d_819,7,0,11313,0,0,0,0
2013-04-27,d_820,1,0,11314,0,0,0,1
2013-04-28,d_821,2,0,11314,0,0,0,1
2013-04-29,d_822,3,0,11314,0,0,0,0
2013-04-30,d_823,4,0,11314,0,0,0,0
2013-05-01,d_824,5,0,11314,1,1,0,0
2013-05-02,d_825,6,0,11314,1,0,1,0
2013-05-03,d_826,7,0,11314,1,1,1,0
2013-05-04,d_827,1,0,11315,1,0,0,1
2013-05-05,d_828,2,1,11315,1,1,1,1
2013-05-06,d_829,3,0,11315,1,1,1,0
2013-05-07,d_830,4,0,11315,1,1,0,0
2013-05-08,d_831,5,0,11315,1,0,1,0
2013-05-09,d_832,6,0,11315,1,1,1,0
2013-05-10,d_833,7,0,11315,1,0,0,0
2013-05-11,d_834,1,0,11316,0,1,1,1
2013-05-12,d_835,2,1,11316,0,1,1,1
2013-05-13,d_836,3,0,11316,0,1,0,0
2013-05-14,d_837,4,0,11316,0,0,1,0
2013-05-15,d_838,5,0,11316,0,1,1,0
2013-05-16,d_839,6,0,11316,0,0,0,0
2013-05-17,d_840,7,0,11316,0,0,0,0
2013-05-18,d_841,1,0,11317,0,0,0,1
2013-05-19,d_842,2,0,11317,0,0,0,1
2013-05-20,d_843,3,0,11317,0,0,0,0
2013-05-21,d_844,4,0,11317,0,0,0,0
2013-05-22,d_845,5,0,11317,0,0,0,0
2013-05-23,d_846,6,0,11317,0,0,0,0
2013-05-24,d_847,7,0,11317,0,0,0,0
2013-05-25,d_848,1,0,11318,0,0,0,1
2013-05-26,d_849,2,0,11318,0,0,0,1
2013-05-27,d_850,3,1,11318,0,0,0,0
2013-05-28,d_851,4,0,11318,0,0,0,0
2013-05-29,d_852,5,0,11318,0,0,0,0
2013-05-30,d_853,6,0,11318,0,0,0,0
2013-05-31,d_854,7,0,11318,0,0,0,0
2013-06-01,d_855,1,0,11319,1,1,0,1
2013-06-02,d_856,2,0,11319,1,0,1,1
2013-06-03,d_857,3,0,11319,1,1,1,0
2013-06-04,d_858,4,0,11319,1,0,0,0
2013-06-05,d_859,5,0,11319,1,1,1,0
2013-06-06,d_860,6,1,11319,1,1,1,0
2013-06-07,d_861,7,0,11319,1,1,0,0
2013-06-08,d_862,1,0,11320,1,0,1,1
2013-06-09,d_863,2,0,11320,1,1,1,1
2013-06-10,d_864,3,0,11320,1,0,0,0
2013-06-11,d_865,4,0,11320,0,1,1,0
2013-06-12,d_866,5,0,11320,0,1,1,0
2013-06-13,d_867,6,0,11320,0,1,0,0
2013-06-14,d_868,7,0,11320,0,0,1,0
2013-06-15,d_869,1,0,11321,0,1,1,1
2013-06-16,d_870,2,1,11321,0,0,0,1
2013-06-17,d_871,3,0,11321,0,0,0,0
2013-06-18,d_872,4,0,11321,0,0,0,0
2013-06-19,d_873,5,0,11321,0,0,0,0
2013-06-20,d_874,6,1,11321,0,0,0,0
2013-06-21,d_875,7,0,11321,0,0,0,0
2013-06-22,d_876,1,0,11322,0,0,0,1
2013-06-23,d_877,2,0,11322,0,0,0,1
2013-06-24,d_878,3,0,11322,0,0,0,0
2013-06-25,d_879,4,0,11322,0,0,0,0
2013-06-26,d_880,5,0,11322,0,0,0,0
2013-06-27,d_881,6,0,11322,0,0,0,0
2013-06-28,d_882,7,0,11322,0,0,0,0
2013-06-29,d_883,1,0,11323,0,0,0,1
2013-06-30,d_884,2,0,11323,0,0,0,1
2013-07-01,d_885,3,0,11323,1,1,0,0
2013-07-02,d_886,4,0,11323,1,0,1,0
2013-07-03,d_887,5,0,11323,1,1,1,0
2013-07-04,d_888,6,1,11323,1,0,0,0
2013-07-05,d_889,7,0,11323,1,1,1,0
2013-07-06,d_890,1,0,11324,1,1,1,1
2013-07-07,d_891,2,0,11324,1,1,0,1
2013-07-08,d_892,3,0,11324,1,0,1,0
2013-07-09,d_893,4,1,11324,1,1,1,0
2013-07-10,d_894,5,0,11324,1,0,0,0
2013-07-11,d_895,6,0,11324,0,1,1,0
2013-07-12,d_896,7,0,11324,0,1,1,0
2013-07-13,d_897,1,0,11325,0,1,0,1
2013-07-14,d_898,2,0,11325,0,0,1,1
2013-07-15,d_899,3,0,11325,0,1,1,0
2013-07-16,d_900,4,0,11325,0,0,0,0
2013-07-17,d_901,5,0,11325,0,0,0,0
2013-07-18,d_902,6,0,11325,0,0,0,0
2013-07-19,d_903,7,0,11325,0,0,0,0
2013-07-20,d_904,1,0,11326,0,0,0,1
2013-07-21,d_905,2,0,11326,0,0,0,1
2013-07-22,d_906,3,0,11326,0,0,0,0
2013-07-23,d_907,4,0,11326,0,0,0,0
2013-07-24,d_908,5,0,11326,0,0,0,0
2013-07-25,d_909,6,0,11326,0,0,0,0
2013-07-26,d_910,7,0,11326,0,0,0,0
2013-07-27,d_911,1,0,11327,0,0,0,1
2013-07-28,d_912,2,0,11327,0,0,0,1
2013-07-29,d_913,3,0,11327,0,0,0,0
2013-07-30,d_914,4,0,11327,0,0,0,0
2013-07-31,d_915,5,0,11327,0,0,0,0
2013-08-01,d_916,6,0,11327,1,1,0,0
2013-08-02,d_917,7,0,11327,1,0,1,0
2013-08-03,d_918,1,0,11328,1,1,1,1
2013-08-04,d_919,2,0,11328,1,0,0,1
2013-08-05,d_920,3,0,11328,1,1,1,0
2013-08-06,d_921,4,0,11328,1,1,1,0
2013-08-07,d_922,5,0,11328,1,1,0,0
2013-08-08,d_923,6,1,11328,1,0,1,0
2013-08-09,d_924,7,0,11328,1,1,1,0
2013-08-10,d_925,1,0,11329,1,0,0,1
2013-08-11,d_926,2,0,11329,0,1,1,1
2013-08-12,d_927,3,0,11329,0,1,1,0
2013-08-13,d_928,4,0,11329,0,1,0,0
2013-08-14,d_929,5,0,11329,0,0,1,0
2013-08-15,d_930,6,0,11329,0,1,1,0
2013-08-16,d_931,7,0,11329,0,0,0,0
2013-08-17,d_932,1,0,11330,0,0,0,1
2013-08-18,d_933,2,0,11330,0,0,0,1
2013-08-19,d_934,3,0,11330,0,0,0,0
2013-08-20,d_935,4,0,11330,0,0,0,0
2013-08-21,d_936,5,0,11330,0,0,0,0
2013-08-22,d_937,6,0,11330,0,0,0,0
2013-08-23,d_938,7,0,11330,0,0,0,0
2013-08-24,d_939,1,0,11331,0,0,0,1
2013-08-25,d_940,2,0,11331,0,0,0,1
2013-08-26,d_941,3,0,11331,0,0,0,0
2013-08-27,d_942,4,0,11331,0,0,0,0
2013-08-28,d_943,5,0,11331,0,0,0,0
2013-08-29,d_944,6,0,11331,0,0,0,0
2013-08-30,d_945,7,0,11331,0,0,0,0
2013-08-31,d_946,1,0,11332,0,0,0,1
2013-09-01,d_947,2,0,11332,1,1,0,1
2013-09-02,d_948,3,1,11332,1,0,1,0
2013-09-03,d_949,4,0,11332,1,1,1,0
2013-09-04,d_950,5,0,11332,1,0,0,0
2013-09-05,d_951,6,0,11332,1,1,1,0
2013-09-06,d_952,7,0,11332,1,1,1,0
2013-09-07,d_953,1,0,11333,1,1,0,1
2013-09-08,d_954,2,0,11333,1,0,1,1
2013-09-09,d_955,3,0,11333,1,1,1,0
2013-09-10,d_956,4,0,11333,1,0,0,0
2013-09-11,d_957,5,0,11333,0,1,1,0
2013-09-12,d_958,6,0,11333,0,1,1,0
2013-09-13,d_959,7,0,11333,0,1,0,0
2013-09-14,d_960,1,0,11334,0,0,1,1
2013-09-15,d_961,2,0,11334,0,1,1,1
2013-09-16,d_962,3,0,11334,0,0,0,0
2013-09-17,d_963,4,0,11334,0,0,0,0
2013-09-18,d_964,5,0,11334,0,0,0,0
2013-09-19,d_965,6,0,11334,0,0,0,0
2013-09-20,d_966,7,0,11334,0,0,0,0
2013-09-21,d_967,1,0,11335,0,0,0,1
2013-09-22,d_968,2,0,11335,0,0,0,1
2013-09-23,d_969,3,0,11335,0,0,0,0
2013-09-24,d_970,4,0,11335,0,0,0,0
2013-09-25,d_971,5,0,11335,0,0,0,0
2013-09-26,d_972,6,0,11335,0,0,0,0
2013-09-27,d_973,7,0,11335,0,0,0,0
2013-09-28,d_974,1,0,11336,0,0,0,1
2013-09-29,d_975,2,0,11336,0,0,0,1
2013-09-30,d_976,3,0,11336,0,0,0,0
2013-10-01,d_977,4,0,11336,1,1,0,0
2013-10-02,d_978,5,0,11336,1,0,1,0
2013-10-03,d_979,6,0,11336,1,1,1,0
2013-10-04,d_980,7,0,11336,1,0,0,0
2013-10-05,d_981,1,0,11337,1,1,1,1
2013-10-06,d_982,2,0,11337,1,1,1,1
2013-10-07,d_983,3,0,11337,1,1,0,0
2013-10-08,d_984,4,0,11337,1,0,1,0
2013-10-09,d_985,5,0,11337,1,1,1,0
2013-10-10,d_986,6,0,11337,1,0,0,0
2013-10-11,d_987,7,0,11337,0,1,1,0
2013-10-12,d_988,1,0,11338,0,1,1,1
2013-10-13,d_989,2,0,11338,0,1,0,1
2013-10-14,d_990,3,1,11338,0,0,1,0
2013-10-15,d_991,4,1,11338,0,1,1,0
2013-10-16,d_992,5,0,11338,0,0,0,0
2013-10-17,d_993,6,0,11338,0,0,0,0
2013-10-18,d_994,7,0,11338,0,0,0,0
2013-10-19,d_995,1,0,11339,0,0,0,1
2013-10-20,d_996,2,0,11339,0,0,0,1
2013-10-21,d_997,3,0,11339,0,0,0,0
2013-10-22,d_998,4,0,11339,0,0,0,0
2013-10-23,d_999,5,0,11339,0,0,0,0
2013-10-24,d_1000,6,0,11339,0,0,0,0
2013-10-25,d_1001,7,0,11339,0,0,0,0
2013-10-26,d_1002,1,0,11340,0,0,0,1
2013-10-27,d_1003,2,0,11340,0,0,0,1
2013-10-28,d_1004,3,0,11340,0,0,0,0
2013-10-29,d_1005,4,0,11340,0,0,0,0
2013-10-30,d_1006,5,0,11340,0,0,0,0
2013-10-31,d_1007,6,1,11340,0,0,0,0
2013-11-01,d_1008,7,0,11340,1,1,0,0
2013-11-02,d_1009,1,0,11341,1,0,1,1
2013-11-03,d_1010,2,0,11341,1,1,1,1
2013-11-04,d_1011,3,0,11341,1,0,0,0
2013-11-05,d_1012,4,0,11341,1,1,1,0
2013-11-06,d_1013,5,0,11341,1,1,1,0
2013-11-07,d_1014,6,0,11341,1,1,0,0
2013-11-08,d_1015,7,0,11341,1,0,1,0
2013-11-09,d_1016,1,0,11342,1,1,1,1
2013-11-10,d_1017,2,0,11342,1,0,0,1
2013-11-11,d_1018,3,1,11342,0,1,1,0
2013-11-12,d_1019,4,0,11342,0,1,1,0
2013-11-13,d_1020,5,0,11342,0,1,0,0
2013-11-14,d_1021,6,0,11342,0,0,1,0
2013-11-15,d_1022,7,0,11342,0,1,1,0
2013-11-16,d_1023,1,0,11343,0,0,0,1
2013-11-17,d_1024,2,0,11343,0,0,0,1
2013-11-18,d_1025,3,0,11343,0,0,0,0
2013-11-19,d_1026,4,0,11343,0,0,0,0
2013-11-20,d_1027,5,0,11343,0,0,0,0
2013-11-21,d_1028,6,0,11343,0,0,0,0
2013-11-22,d_1029,7,0,11343,0,0,0,0
2013-11-23,d_1030,1,0,11344,0,0,0,1
2013-11-24,d_1031,2,0,11344,0,0,0,1
2013-11-25,d_1032,3,0,11344,0,0,0,0
2013-11-26,d_1033,4,0,11344,0,0,0,0
2013-11-27,d_1034,5,0,11344,0,0,0,0
2013-11-28,d_1035,6,1,11344,0,0,0,0
2013-11-29,d_1036,7,0,11344,0,0,0,0
2013-11-30,d_1037,1,0,11345,0,0,0,1
2013-12-01,d_1038,2,0,11345,1,1,0,1
2013-12-02,d_1039,3,0,11345,1,0,1,0
2013-12-03,d_1040,4,0,11345,1,1,1,0
2013-12-04,d_1041,5,0,11345,1,0,0,0
2013-12-05,d_1042,6,1,11345,1,1,1,0
2013-12-06,d_1043,7,0,11345,1,1,1,0
2013-12-07,d_1044,1,0,11346,1,1,0,1
2013-12-08,d_1045,2,0,11346,1,0,1,1
2013-12-09,d_1046,3,0,11346,1,1,1,0
2013-12-10,d_1047,4,0,11346,1,0,0,0
2013-12-11,d_1048,5,0,11346,0,1,1,0
2013-12-12,d_1049,6,0,11346,0,1,1,0
2013-12-13,d_1050,7,0,11346,0,1,0,0
2013-12-14,d_1051,1,0,11347,0,0,1,1
2013-12-15,d_1052,2,0,11347,0,1,1,1
2013-12-16,d_1053,3,0,11347,0,0,0,0
2013-12-17,d_1054,4,0,11347,0,0,0,0
2013-12-18,d_1055,5,0,11347,0,0,0,0
2013-12-19,d_1056,6,0,11347,0,0,0,0
2013-12-20,d_1057,7,0,11347,0,0,0,0
2013-12-21,d_1058,1,0,11348,0,0,0,1
2013-12-22,d_1059,2,0,11348,0,0,0,1
2013-12-23,d_1060,3,0,11348,0,0,0,0
2013-12-24,d_1061,4,0,11348,0,0,0,0
2013-12-25,d_1062,5,1,11348,0,0,0,0
2013-12-26,d_1063,6,0,11348,0,0,0,0
2013-12-27,d_1064,7,0,11348,0,0,0,0
2013-12-28,d_1065,1,0,11349,0,0,0,1
2013-12-29,d_1066,2,0,11349,0,0,0,1
2013-12-30,d_1067,3,0,11349,0,0,0,0
2013-12-31,d_1068,4,0,11349,0,0,0,0
